title,price,href,address,year,content,area 
"2-комнатная квартира, Сатпаева, 75",33500000,/obyavleniya/prodazha-kvartiry-54m-v-almaty-3081778/,"['Сатпаева', '75']",1986,"панельный. Удобно под коммерцию, не угловая, улучшенная, комнаты изолированы, новая сантехника, счётчики, тихий двор.  Очень тёплый, просторный, уютный дом.     Доп. описание:...",54
"1-комнатная квартира, Кенесары Хана, 54",29000000,/obyavleniya/prodazha-kvartiry-43m-v-almaty-3081411/,"['Кенесары Хана', '54']",2011,"ЖК Хан Тенгри, монолитный. Улучшенная. Продам 1-комнатную квартиру в ЖК Хан Тенги. Застройщик ТОО Элитстрой. Состояние хорошее. Евроремонт. Натяжные потолки. Панировка как в...",43
"2-комнатная квартира, Клочкова, 21",26000000,/obyavleniya/prodazha-kvartiry-43m-v-almaty-3081398/,"['Клочкова', '21']",1978,"панельный. Пластиковые окна, встроенная кухня, новая сантехника, счётчики, тихий двор.    Квартира очень тёплая, пол залит пеноплексом очень тепло. Очень удобная инфраструктура,...",43
"2-комнатная квартира, Розыбакиева, 248",33500000,/obyavleniya/prodazha-kvartiry-51m-v-almaty-3080992/,"['Розыбакиева', '248']",1984,"панельный. Международная компания «Этажи» представляем Вашему вниманию уютную квартиру в тихом и комфортном для проживания районе. Вблизи дома есть детские площадки, футбольные...",51
"4-комнатная квартира, Аль-Фараби, 53",89000000,/obyavleniya/prodazha-kvartiry-150m-v-almaty-3080985/,"['Аль-Фараби', '53']",2008,"ЖК Астана, монолитный. Международная компания «Этажи» представляем Вашему вниманию уютную квартиру в тихом и комфортном для проживания районе. Вблизи дома есть детские площадки,...",150
"2-комнатная квартира, Навои, 7",33000000,/obyavleniya/prodazha-kvartiry-71.5m-v-almaty-3080464/,"['Навои', '7']",2008,"ЖК Науаи, монолитный. Санузел раздельный, пластиковые окна, в доме есть: открытый двор, наземный паркинг, лифт пассажирский, косметический ремонт, также имеются: телефон, интернет,...",71.5
"3-комнатная квартира, Прокофьева, 148",48500000,/obyavleniya/prodazha-kvartiry-90m-v-almaty-3079230/,"['Прокофьева', '148']",2007,"ЖК Мега Сайран (Манхеттен), монолитный. Пластиковые окна, улучшенная, комнаты изолированы, встроенная кухня, кладовка, тихий двор, кондиционер.  Отличный ремонт! Встроенные шкафы,...",90
"2-комнатная квартира, Серикова, 13",25500000,/obyavleniya/prodazha-kvartiry-51m-v-almaty-3079226/,"['Серикова', '13']",1988,"панельный. Продается квартира по очень привлекательной цене. Хорошая и развитая инфраструктура. Район отличный. Рядом есть школа, удобная транспортная развязка. Все в шаговой...",51
"3-комнатная квартира, Жетысу-3 мкр-н, 67",61000000,/obyavleniya/prodazha-kvartiry-125m-v-almaty-3079212/,"['Жетысу-3 мкр-н', '67']",2011,"ЖК Жетысу-3, монолитный. Очень качественный монолитный дом, застройщик Базис-А, комплекс построен по новым технологиям с повышенной сейсмостойкостью и теплоизоляцией!     ЖК...",125
"4-комнатная квартира, Айнабулак-3 мкр-н, 117",32500000,/obyavleniya/prodazha-kvartiry-83m-v-almaty-3079211/,"['Айнабулак-3 мкр-н', '117']",1985,"панельный. Санузел раздельный, пластиковые окна, в доме есть: открытый двор, парковка отсутствует, без лифта, косметический ремонт, также имеются: телефон, интернет, кабельное...",83
"2-комнатная квартира, Бухар Жырау, 27",70500000,/obyavleniya/prodazha-kvartiry-111m-v-almaty-3078073/,"['Бухар Жырау', '27']",2009,"ЖК Бухар Жырау Тауэрс, монолитный. Пластиковые окна, новая сантехника, тихий двор.    Продаётся роскошная квартира в центре города, в элитном комплексе бизнес класса Бухар Жырау...",111
"2-комнатная квартира, Абая, 34",31500000,/obyavleniya/prodazha-kvartiry-53m-v-almaty-3076564/,"['Абая', '34']",1962,"кирпичный. Кондиционер, пластиковые окна, не угловая, улучшенная, комнаты изолированы, кладовка, счётчики, тихий двор.    Квартира находится в самом центре города, развитая...",53
"3-комнатная квартира, Достык, 250",105000000,/obyavleniya/prodazha-kvartiry-105m-v-almaty-3076559/,"['Достык', '250']",2007,"монолитный. Тихий двор, кондиционер, улучшенная, комнаты изолированы, кухня-студия, кладовка, счётчики, мягкая мебель на заказ из Италии, кухня укомплектована техникой Miele, для...",105
"3-комнатная квартира, Сатпаева, 30",64500000,/obyavleniya/prodazha-kvartiry-86.9m-v-almaty-3076554/,"['Сатпаева', '30']",2010,"ЖК Tengiz Towers, монолитный. Продаётся квартира в самом центре города, с великолепным видом из окон, шикарный вид на горы и детскую площадку что не мало важно. В шаговой...",86.9
"2-комнатная квартира, Ауэзова, 65",26000000,/obyavleniya/prodazha-kvartiry-52m-v-almaty-3076552/,"['Ауэзова', '65']",1982,"панельный. Санузел раздельный, пластиковые окна, в доме есть: открытый двор, парковка отсутствует, без лифта, частичный ремонт, также имеются: телефон, интернет, кабельное...",52
"2-комнатная квартира, Аксай-2 мкр-н, 73",24500000,/obyavleniya/prodazha-kvartiry-42m-v-almaty-3076547/,"['Аксай-2 мкр-н', '73']",1982,"панельный. Санузел раздельный, пластиковые окна, в доме есть: открытый двор, парковка отсутствует, лифт пассажирский, лифт грузовой, косметический ремонт, также имеются: телефон,...",42
title,price,href,address,year,content,area
"1-комнатная квартира, Тургута Озала, 94",22500000,/obyavleniya/prodazha-kvartiry-38.8m-v-almaty-3076546/,"['Тургута Озала', '94']",1986,"панельный. Вблизи дома есть детские площадки, футбольные поля и места для занятия спортом на улице. Очень развитая инфраструктура. В шаговой доступности находятся детские сады....",38.8
"3-комнатная квартира, Айнабулак-1 мкр-н, 6",30500000,/obyavleniya/prodazha-kvartiry-58.6m-v-almaty-3076544/,"['Айнабулак-1 мкр-н', '6']",1986,"панельный. Санузел раздельный, пластиковые окна, в доме есть: открытый двор, парковка отсутствует, без лифта, косметический ремонт, также имеются: телефон, интернет, кабельное...",58.6
"3-комнатная квартира, Абылай хана, 39",28500000,/obyavleniya/prodazha-kvartiry-68m-v-almaty-3076542/,"['Абылай хана', '39']",1960,"кирпичный. Продается трехкомнатная квартира в кирпичном доме, сталинский проект, мощные толстые стены, высокие потолки  В шаговой доступности ТЮЗ, школы, ЦУМ, вокзал. В доме есть:...",68
"3-комнатная квартира, Айманова, 103",55500000,/obyavleniya/prodazha-kvartiry-110m-v-almaty-3076171/,"['Айманова', '103']",1983,"кирпичный. Пластиковые окна, не угловая, улучшенная, комнаты изолированы, встроенная кухня, счётчики, тихий двор, кондиционер.    Срочно продам квартиру в тихом районе, оживленный...",110
"1-комнатная квартира, Садвакасова, 35",19100000,/obyavleniya/prodazha-kvartiry-30m-v-almaty-3072106/,"['Садвакасова', '35']",2017,"ЖК Alim, монолитный. Тихий двор, кухня-студия, встроенная кухня, новая сантехника, счётчики.  Полностью меблированная. Развитая инфраструктура, все магазины рядом. Закрытая...",30
"3-комнатная квартира, Масанчи, 98",52800000,/obyavleniya/prodazha-kvartiry-90m-v-almaty-3076158/,"['Масанчи', '98']",2004,"ЖК Куат по Масанчи/Абая, монолитный. Не угловая.  Продам квартиру в ЖК Куат.  Квартира очень теплая, уютная. Не угловая.  В шаговой доступности Парки, Магазины, Детские сады,...",90
"1-комнатная квартира, Шевченко, 149",19000000,/obyavleniya/prodazha-kvartiry-33m-v-almaty-3075837/,"['Шевченко', '149']",1984,"кирпичный. Пластиковые окна, тихий двор.    Качество строительства очень хорошее, на втором этаже хорошее освещение, толстые стены и хорошая звукоизоляция. Зимой тепло, летом...",33
"2-комнатная квартира, Радостовца, 170",36500000,/obyavleniya/prodazha-kvartiry-51m-v-almaty-3075830/,"['Радостовца', '170']",1985,кирпичный. Чешская планировка! Двухкомнатная квартира после свежего ремонта. Ремонт сделан год назад. Делали все для себя. Санузел раздельный. В санузле и ванной заменены трубы....,51
"3-комнатная квартира, Алмагуль мкр-н, 2",52500000,/obyavleniya/prodazha-kvartiry-65.7m-v-almaty-3075832/,"['Алмагуль мкр-н', '2']",1980,панельный. Уважаемые гости южной столицы и жители города Алматы! Представляю вашему вниманию 2-комнатную квартиру в благоприятном районе города. Отличный вариант для комфортного...,65.7
"3-комнатная квартира, Орбита-1 мкр-н, 21",37500000,/obyavleniya/prodazha-kvartiry-66.5m-v-almaty-3075828/,"['Орбита-1 мкр-н', '21']",1973,"панельный. Международная компания «Этажи» представляем Вашему вниманию уютную квартиру в тихом и комфортном для проживания районе. Вблизи дома есть детские площадки, футбольные...",66.5
"2-комнатная квартира, Айнабулак-3 мкр-н, 161",26500000,/obyavleniya/prodazha-kvartiry-50m-v-almaty-3075322/,"['Айнабулак-3 мкр-н', '161']",1991,панельный. Продается двухкомнатная квартира улучшенной планировки на третьем этаже пятиэтажного кирпичного дома 1991 года постройки.     Идеальное место для Вашей комфортной жизни...,50
"2-комнатная квартира, Есенберлина, 155",54200000,/obyavleniya/prodazha-kvartiry-80m-v-almaty-3077490/,"['Есенберлина', '155']",2013,"ЖК Парк Горького, монолитный. Продаётся 2-комнатная квартира в прекрасном месте в ЖК Парк Горького (4 подъезд).    Тёплая, уютная, с отличным расположением, с видом на само озеро...",80
"3-комнатная квартира, Самал-3 мкр-н, 11",52000000,/obyavleniya/prodazha-kvartiry-75m-v-almaty-3074980/,"['Самал-3 мкр-н', '11']",1994,"кирпичный. Пластиковые окна, не угловая, кухня-студия, тихий двор.    Квартира в центре города с панорамным видом на Коктобе и горы. Рядом расположен Магнум. Имеется площадка во...",75
"4-комнатная квартира, Мухамеджанова, 9",35500000,/obyavleniya/prodazha-kvartiry-109m-v-almaty-3074618/,"['Мухамеджанова', '9']",1997,кирпичный. Идеально подходит для семьи с детьми.  Плюс квартиры – относительно небольшая цена и огромный простор для фантазии дизайнера или самого владельца!  Квартира очень...,109
"3-комнатная квартира, Сатпаева, 9",69500000,/obyavleniya/prodazha-kvartiry-113.3m-v-almaty-3074620/,"['Сатпаева', '9']",2005,"ЖК Алтын Заман, монолитный. Продам 3-комнатную квартиру. Квартира в собственности с 2008 года. Чистая по документам, не залоговая, без перепланировок.    Отличное расположение,...",113.3
"2-комнатная квартира, Клочкова, 154",28000000,/obyavleniya/prodazha-kvartiry-44.1m-v-almaty-3074510/,"['Клочкова', '154']",1974,"панельный. Отличный район! Не угловая, не залоговая, теплая зимой, прохладно летом. Окна на 2 стороны. Отличное расположение дома, вдали от дороги. Тихий двор, дружные соседи,...",44.1
"3-комнатная квартира, Орбита-4 мкр-н, 37",38000000,/obyavleniya/prodazha-kvartiry-70m-v-almaty-3074498/,"['Орбита-4 мкр-н', '37']",1980,"панельный. Отличный вариант для комфортного проживания. Чистый подъезд, замечательные дружелюбные соседи. Квартира не угловая, чистая, уютная. Пластиковые окна, счётчики, тихий...",70
"2-комнатная квартира, Бальзака, 8",51500000,/obyavleniya/prodazha-kvartiry-87m-v-almaty-3085248/,"['Бальзака', '8']",2006,"ЖК Солнечный Квартал, панельный. Кондиционер. Состояние новой квартиры. Гардеробная. 3 (три) кондиционера. Холодильник, стиральная машина, посудомоечная машина, спутниковое ТВ....",87
"2-комнатная квартира, Достык, 17",30500000,/obyavleniya/prodazha-kvartiry-44m-v-almaty-3074276/,"['Достык', '17']",1971,"панельный. Представляем Вашему вниманию уютную квартиру в тихом и комфортном для проживания районе. Вблизи дома есть детские площадки, футбольные поля и места для занятия спортом...",44
"2-комнатная квартира, 1 мкр-н, 42",23500000,/obyavleniya/prodazha-kvartiry-45.3m-v-almaty-3078047/,"['1 мкр-н', '42']",1964,"панельный. Продам 2-комнатную квартиру в отличном районе, рядом сады, школы, рынок Сары Арка, ТРЦ Москва.  Крупная мебель остаётся, есть перепланировка-не узаконена.    Вблизи дома...",45.3
"3-комнатная квартира, Самал-1 мкр-н, 4",53500000,/obyavleniya/prodazha-kvartiry-70m-v-almaty-3074269/,"['Самал-1 мкр-н', '4']",1986,"кирпичный. Улучшенная, пластиковые окна, кухня-студия, тихий двор, кондиционер, счётчики, встроенная кухня, не угловая, кладовка, новая сантехника.    Очень развитая...",70
"2-комнатная квартира, Досмухамедова, 9",25500000,/obyavleniya/prodazha-kvartiry-47m-v-almaty-3073984/,"['Досмухамедова', '9']",1975,"панельный. Пластиковые окна, не угловая, комнаты изолированы, встроенная кухня, тихий двор.    Окна на юг (на горы). Солнечная сторона. Ухоженный двор с детской площадкой....",47
"2-комнатная квартира, 1 мкр-н, 74",23000000,/obyavleniya/prodazha-kvartiry-45m-v-almaty-3073979/,"['1 мкр-н', '74']",1968,"панельный. Звоните, уточняйте, есть аналогичные варианты. Не упустите свой шанс!     Доп. описание: санузел раздельный, пластиковые окна, в доме есть: открытый двор, парковка...",45
"2-комнатная квартира, Есенова, 17",29500000,/obyavleniya/prodazha-kvartiry-51m-v-almaty-3073965/,"['Есенова', '17']",1983,"кирпичный. Тихий двор, не угловая, улучшенная, комнаты изолированы, встроенная кухня, счётчики.    Продается квартира в хорошем состоянии. Рядом Зелёный базар, поликлиника, банки,...",51
"4-комнатная квартира, Радостовца, 271",42500000,/obyavleniya/prodazha-kvartiry-77m-v-almaty-3065970/,"['Радостовца', '271']",1985,"панельный. Продаётся четырехкомнатная квартира на втором этаже 5-этажного, панельного дома 1984 года постройки. Квартира в отличном состоянии, дополнительных затрат не требует....",77
title,price,href,address,year,content,area
"3-комнатная квартира, Толе би, 165",52500000,/obyavleniya/prodazha-kvartiry-85m-v-almaty-3073677/,"['Толе би', '165']",1972,"кирпичный. Дом совмин, полностью меблирована, дорогой ремонт, техника. Развитая инфраструктура! Торг незначительный!    Международная компания «Этажи» представляем Вашему вниманию...",85
"3-комнатная квартира, Сайран мкр-н, 11",24500000,/obyavleniya/prodazha-kvartiry-58m-v-almaty-3073672/,"['Сайран мкр-н', '11']",1969,"панельный. Санузел раздельный, пластиковые окна, в доме есть: открытый двор, лифт пассажирский, лифт грузовой, также имеются: телефон, интернет, кабельное телевидение, счетчики...",58
"2-комнатная квартира, Бекхожина, 15",46500000,/obyavleniya/prodazha-kvartiry-46m-v-almaty-3073666/,"['Бекхожина', '15']",2019,"ЖК ART Residence, монолитный. Санузел раздельный, пластиковые окна, в доме есть: открытый двор, парковка отсутствует, лифт пассажирский, лифт грузовой, современный ремонт, также...",46
"2-комнатная квартира, Пушкина, 20",35000000,/obyavleniya/prodazha-kvartiry-53m-v-almaty-3074617/,"['Пушкина', '20']",1987,"кирпичный. Санузел раздельный, пластиковые окна, в доме есть: открытый двор, парковка отсутствует, без лифта, косметический ремонт, также имеются: телефон, интернет, кабельное...",53
"2-комнатная квартира, Кажымукана, 20",42500000,/obyavleniya/prodazha-kvartiry-50m-v-almaty-3071866/,"['Кажымукана', '20']",1972,"кирпичный. Пластиковые окна, не угловая, комнаты изолированы, новая сантехника, кладовка, счётчики, тихий двор. Требует капитального ремонта.    Доп. описание: санузел раздельный,...",50
"4-комнатная квартира, Коктем-1 мкр-н, 20",45000000,/obyavleniya/prodazha-kvartiry-76m-v-almaty-3073180/,"['Коктем-1 мкр-н', '20']",1975,"панельный. Продаётся не угловая, тёплая, светлая 4-комнатная квартира, комнаты изолированы, кухня 10 кв.м. Расположена в престижном районе города, чистый воздух, вид с окон на...",76
"2-комнатная квартира, Бокина, 3",35500000,/obyavleniya/prodazha-kvartiry-60m-v-almaty-3073169/,"['Бокина', '3']",2015,"монолитный. Пластиковые окна, тихий двор, не угловая, улучшенная, комнаты изолированы, встроенная кухня, новая сантехника.    Продам квартиру с развитой инфраструктурой. Дом...",60
"3-комнатная квартира, Назарбаева, 77",41500000,/obyavleniya/prodazha-kvartiry-77m-v-almaty-3073164/,"['Назарбаева', '77']",1974,"кирпичный. Не угловая, удобно под коммерцию, комнаты изолированы, счётчики, пластиковые окна, улучшенная, новая сантехника, тихий двор.    Продам квартиру, в хорошем районе, в...",77
"3-комнатная квартира, Назарбаева, 77",47500000,/obyavleniya/prodazha-kvartiry-75m-v-almaty-3073166/,"['Назарбаева', '77']",1974,"кирпичный. Пластиковые окна, не угловая, улучшенная, комнаты изолированы, кухня-студия, встроенная кухня, тихий двор, кондиционер.    Арбат, ЦУМ, метро, детский сад, школа, тихий...",75
"3-комнатная квартира, Серикова, 25",31000000,/obyavleniya/prodazha-kvartiry-70m-v-almaty-3073156/,"['Серикова', '25']",1998,кирпичный. Добрый день жители и гости солнечного города Алматы! Международная компания Этажи представляет Вашему вниманию 3-комнатную квартиру. Общая площадь квартиры 70 квадратных...,70
"2-комнатная квартира, Гоголя, 117",35500000,/obyavleniya/prodazha-kvartiry-48m-v-almaty-3073151/,"['Гоголя', '117']",1969,"кирпичный. Пластиковые окна, не угловая, комнаты изолированы, встроенная кухня, счётчики, тихий двор, удобно под коммерцию.     Продается 2-комнатная квартира в районе Арбата, дом...",48
"1-комнатная квартира, Аксай-1а мкр-н, 28",16000000,/obyavleniya/prodazha-kvartiry-35m-v-almaty-3071844/,"['Аксай-1а мкр-н', '28']",2017,"монолитный. Пластиковые окна, удобно под коммерцию, не угловая, кухня-студия, тихий двор.  Срочно!    Продам квартиру по договору переуступки! Выгодное вложение, можно сдавать в...",35
"2-комнатная квартира, Жандарбекова, 220",30500000,/obyavleniya/prodazha-kvartiry-51m-v-almaty-3071819/,"['Жандарбекова', '220']",1977,"кирпичный. Кондиционер, не угловая, улучшенная, комнаты изолированы, тихий двор.    Квартира улучшенной планировки, в кирпичном доме. Светлая, уютная, просторная, очень тёплая,...",51
"2-комнатная квартира, Жулдыз-2 мкр-н, 35",16000000,/obyavleniya/prodazha-kvartiry-32.6m-v-almaty-3071803/,"['Жулдыз-2 мкр-н', '35']",1989,"кирпичный. Кондиционер, пластиковые окна, не угловая, улучшенная, комнаты изолированы, кухня-студия, новая сантехника, кладовка, счётчики, тихий двор.     Квартира чистая и уютная...",32.6
"1-комнатная квартира, Серикова, 25",18500000,/obyavleniya/prodazha-kvartiry-48m-v-almaty-3071802/,"['Серикова', '25']",2001,"кирпичный. Пластиковые окна, не угловая, солнечная сторона улучшенная, комнаты изолированы, счётчики, тихий двор.    Срочно продам или рассмотрим все варианты, торг уместен. Всем...",48
"3-комнатная квартира, 7 мкр-н, 17",28000000,/obyavleniya/prodazha-kvartiry-60m-v-almaty-3072603/,"['7 мкр-н', '17']",1965,"панельный. Пластиковые окна, новая сантехника, кладовка, счётчики, тихий двор, удобно под коммерцию.    Продам 3-комнатную квартиру по улице Абая угол Алтынсарина (Правды)....",60
"1-комнатная квартира, Жуалы, 27",26500000,/obyavleniya/prodazha-kvartiry-74m-v-almaty-3072593/,"['Жуалы', '27']",2012,"ЖК Премьера, монолитный. Продается квартира по очень привлекательной цене. Хорошая и развитая инфраструктура. Район отличный. Рядом есть школа, удобная транспортная развязка. Все в...",74
"2-комнатная квартира, Курмангазы, 97",73000000,/obyavleniya/prodazha-kvartiry-95.8m-v-almaty-3072581/,"['Курмангазы', '97']",2018,"ЖК Центральный, монолитный. Кондиционер, не угловая, тихий двор.  Квартира полностью меблирована.    Жилой комплекс комфорт-класса с отличном расположением, рядом автобусные...",95.8
"4-комнатная квартира, Жетысу-1 мкр-н, 55",42000000,/obyavleniya/prodazha-kvartiry-96m-v-almaty-3072577/,"['Жетысу-1 мкр-н', '55']",1996,"панельный. Комнаты изолированы, пластиковые окна, улучшенная, кладовка, тихий двор.    На пересечений Абая/Момышулы, рядом метро, Магнум, банки, аптеки, школы, садики, очень...",96
"4-комнатная квартира, Митина, 4",180000000,/obyavleniya/prodazha-kvartiry-147.2m-v-almaty-3072565/,"['Митина', '4']",2016,"ЖК Dostyk Residence, монолитный. Не угловая, улучшенная, комнаты изолированы, кухня-студия, новая сантехника, счётчики, тихий двор, кондиционер.    Продаём квартиру + паркинг в ЖК...",147.2
"2-комнатная квартира, Алтай-1 мкр-н, 12",16500000,/obyavleniya/prodazha-kvartiry-40m-v-almaty-3072218/,"['Алтай-1 мкр-н', '12']",1970,"кирпичный. Санузел раздельный, пластиковые окна, в доме есть: открытый двор, парковка отсутствует, без лифта, косметический ремонт, также имеются: телефон, интернет, кабельное...",40
"3-комнатная квартира, Бухар Жырау, 52",28000000,/obyavleniya/prodazha-kvartiry-54m-v-almaty-3072102/,"['Бухар Жырау', '52']",1960,"кирпичный. Санузел совмещенный, пластиковые окна, в доме есть: открытый двор, парковка отсутствует, без лифта, частичный ремонт, также имеются: телефон, интернет, кабельное...",54
"1-комнатная квартира, Розыбакиева, 94",25000000,/obyavleniya/prodazha-kvartiry-37m-v-almaty-3072089/,"['Розыбакиева', '94']",1990,"кирпичный. Международная компания «Этажи» представляем Вашему вниманию уютную квартиру в тихом и комфортном для проживания районе. Вблизи дома есть детские площадки, футбольные...",37
"3-комнатная квартира, Коктем-2 мкр-н, 18",29500000,/obyavleniya/prodazha-kvartiry-54m-v-almaty-3071416/,"['Коктем-2 мкр-н', '18']",1972,"панельный. Уважаемые покупатели. Международная компания Этажи рада предложить вашему вниманию прекрасный вариант квартиры. Квартира чистая, светлая, уютная.     Рядом с домом...",54
"2-комнатная квартира, Тургута Озала, 26",28000000,/obyavleniya/prodazha-kvartiry-57.2m-v-almaty-3071883/,"['Тургута Озала', '26']",1984,"панельный. Пластиковые окна, улучшенная, комнаты изолированы, новая сантехника, счётчики, тихий двор, кондиционер.    Продается улучшенная двухкомнатная квартира с общей площадью...",57.2
title,price,href,address,year,content,area
"2-комнатная квартира, Розыбакиева, 145",33500000,/obyavleniya/prodazha-kvartiry-56.5m-v-almaty-3071877/,"['Розыбакиева', '145']",1990,"панельный. Продается двухкомнатная квартира улучшенной планировки на восьмом этаже девятиэтажного панельного дома 1991 года постройки.    Доп. описание: санузел раздельный,...",56.5
"3-комнатная квартира, Радостовца, 277",33500000,/obyavleniya/prodazha-kvartiry-62m-v-almaty-3070965/,"['Радостовца', '277']",1974,"панельный. Квартира не угловая, все комнаты изолированы, есть кладовка, не залоговая. Транспортная Доступность, тихий двор, в шаговой доступности ТРК Мега.    Доп. описание:...",62
"4-комнатная квартира, Кунаева, 62",51000000,/obyavleniya/prodazha-kvartiry-96m-v-almaty-3066272/,"['Кунаева', '62']",1978,"кирпичный. Пластиковые окна, улучшенная, комнаты изолированы, встроенная кухня, кладовка, счётчики, тихий двор, кондиционер.  Современная, просторная квартира в самом...",96
"3-комнатная квартира, Есенберлина, 155",49000000,/obyavleniya/prodazha-kvartiry-70.2m-v-almaty-3071442/,"['Есенберлина', '155']",2010,"ЖК Парк Горького, монолитный. Санузел раздельный, пластиковые окна, в доме есть: закрытый двор, ворота, охрана, видеонаблюдение, подземный паркинг, без лифта, косметический ремонт,...",70.2
"2-комнатная квартира, Курмангазы, 97",50500000,/obyavleniya/prodazha-kvartiry-65m-v-almaty-3066906/,"['Курмангазы', '97']",2018,"ЖК Центральный, монолитный. Развитый район. Прочность квартиры. Озеленённый закрытый двор. Детские и спортивные площадки с современным оборудованием, зоны отдыха. Хорошая...",65
"3-комнатная квартира, Жибек жолы, 180",29500000,/obyavleniya/prodazha-kvartiry-60m-v-almaty-3082725/,"['Жибек жолы', '180']",1977,"панельный. Продаётся 3-комнатная квартира, в шаговой доступности: ТРЦ Мега, рынок, поликлиника, во дворе школа №16 (рус, каз), садик.     В квартире новый кондиционер, новая...",60
"2-комнатная квартира, Аксай-5 мкр-н, 3",30000000,/obyavleniya/prodazha-kvartiry-68m-v-almaty-3071854/,"['Аксай-5 мкр-н', '3']",2014,"ЖК Арыстан, монолитный. Продается 2-комнатная улучшенная квартира в очень динамично развивающимся районе.    Квартира расположена на 13 этаже, что позволяет насладиться закатом и...",68
"3-комнатная квартира, Шевченко, 162",32500000,/obyavleniya/prodazha-kvartiry-58m-v-almaty-3082724/,"['Шевченко', '162']",1967,"кирпичный. Санузел раздельный, пластиковые окна, в доме есть: открытый двор, парковка отсутствует, без лифта, косметический ремонт, также имеются: телефон, интернет, кабельное...",58
"2-комнатная квартира, 9 мкр-н, 39",21500000,/obyavleniya/prodazha-kvartiry-47m-v-almaty-3072081/,"['9 мкр-н', '39']",1966,"панельный. Пластиковые окна, счётчики, тихий двор, кондиционер, не угловая, комнаты изолированы.    Замечательный верхний район города. Развитая инфраструктура. Рядом школы,...",47
"3-комнатная квартира, Назарбаева, 189",34500000,/obyavleniya/prodazha-kvartiry-54.7m-v-almaty-3071409/,"['Назарбаева', '189']",1974,"панельный. Пластиковые окна, тихий двор, встроенная кухня, комнаты изолированы, кондиционер, счётчики.  Состояние хорошее, требуется косметический ремонт.  Квартира угловая.  4...",54.7
"3-комнатная квартира, Самал-1 мкр-н, 30",63630000,/obyavleniya/prodazha-kvartiry-100m-v-almaty-3071454/,"['Самал-1 мкр-н', '30']",1990,"кирпичный. Продается квартира по очень привлекательной цене. Хорошая и развитая инфраструктура. Район отличный. Рядом есть школа, удобная транспортная развязка. Все в шаговой...",100
"3-комнатная квартира, Курмангазы, 97",50500000,/obyavleniya/prodazha-kvartiry-67m-v-almaty-3070156/,"['Курмангазы', '97']",2018,"ЖК Центральный, монолитный. Пластиковые окна, не угловая, улучшенная, комнаты изолированы, кухня-студия, встроенная кухня, новая сантехника, счётчики, тихий двор, кондиционер.   ...",67
"3-комнатная квартира, Янушкевича, 18",39500000,/obyavleniya/prodazha-kvartiry-78.4m-v-almaty-3071398/,"['Янушкевича', '18']",2008,"ЖК Кок Жер, монолитный. Пластиковые окна, не угловая, улучшенная, комнаты изолированы, счётчики.    Многоквартирный дом находится в Медеуском районе г. Алматы. Преимуществом этого...",78.4
"2-комнатная квартира, Айманова, 220",22700000,/obyavleniya/prodazha-kvartiry-42m-v-almaty-3069709/,"['Айманова', '220']",1965,"кирпичный. Не угловая, кладовка, счётчики, тихий двор, чистый подъезд, тихие дворы (один без машин и почти без людей), холодильник, стиральная машина автомат. Частично меблирована,...",42
"3-комнатная квартира, Достык, 294",53500000,/obyavleniya/prodazha-kvartiry-70m-v-almaty-3069528/,"['Достык', '294']",1986,"кирпичный. Санузел раздельный, пластиковые окна, в доме есть: детская площадка, открытый двор, парковка отсутствует, без лифта, косметический ремонт, также имеются: телефон,...",70
"3-комнатная квартира, Масанчи, 98",51500000,/obyavleniya/prodazha-kvartiry-90m-v-almaty-3069526/,"['Масанчи', '98']",2004,"ЖК Куат по Масанчи/Абая, монолитный. Жилой комплекс Куат на Масанчи. Квартира в центре, тихий уютный двор. Двор охраняемый, во дворе комплекса 2 магазина. Квартира тёплая, сухая. В...",90
"3-комнатная квартира, Сатпаева, 105",33400000,/obyavleniya/prodazha-kvartiry-62m-v-almaty-3069521/,"['Сатпаева', '105']",1983,"панельный. Пластиковые окна, не угловая, комнаты изолированы, кухня-студия, встроенная кухня, новая сантехника, счётчики, тихий двор.     Продам квартиру в хорошем районе, рядом, в...",62
"2-комнатная квартира, Брусиловского, 167",34000000,/obyavleniya/prodazha-kvartiry-66m-v-almaty-3069519/,"['Брусиловского', '167']",2017,"ЖК Алтын Булак 2, монолитный. На продажу выставлена 2-комнатная не угловая квартира в отличном состоянии. Полностью меблированная со встроенной бытовой техникой. Возможно...",66
"1-комнатная квартира, Жамбыла, 155",30000000,/obyavleniya/prodazha-kvartiry-35m-v-almaty-3070971/,"['Жамбыла', '155']",2019,"ЖК Отау, монолитный. Уважаемые гости Южной столицы и жители города Алматы! Представляю вам однокомнатную квартиру!     В случае дополнительных вопросов звоните или пишите! Рядом...",35
"1-комнатная квартира, Чуланова, 145",24500000,/obyavleniya/prodazha-kvartiry-51m-v-almaty-3066312/,"['Чуланова', '145']",2012,"монолитный. Пластиковые окна, не угловая, улучшенная, комнаты изолированы, кухня-студия, встроенная кухня.    Расположение мкр-н Ак Булак. Состояние хорошее, срочных вложений не...",51
